branch,description,time,final_loss,early_stopped
master,Baseline (sequential),2.092808466,3.3071
3.5167
3.6460
4.4533
2.2839
2.3743
3.3050
2.4933
2.7905
2.6361
2.6767,0
option1-minibatch,Mini-batch training,2.095548060,3.4517
2.5300
2.9342
3.0570
2.6767
2.4964
2.3804
3.2362
2.1817
2.5591
2.6826,0
option2-early-stopping,Early stopping + cosine LR,2.126038274,3.5509
3.5998
5.7871
3.9349
3.8135
2.7994
3.9639
2.8012
2.9110
2.6873
2.7074,0
option3-eval-protocol,Train/val split,2.045455880,3.3589
2.8545
2.3100
2.4734
2.8268
3.2351
2.8430
2.4039
2.5358
2.4431
2.9602,0
option4-quick-benchmark,Quick benchmark,2.071645567,3.3154
4.5199
5.1292
2.6205
5.1765
5.4330
2.2704
3.3204
3.1019
2.7328
3.0405,0
